pathway	entrezgene	hgnc_symbol
KEGG_PYRIMIDINE_METABOLISM	22978	NT5C2
KEGG_PYRIMIDINE_METABOLISM	5436	POLR2G
KEGG_PYRIMIDINE_METABOLISM	5437	POLR2H
KEGG_PYRIMIDINE_METABOLISM	5434	POLR2E
KEGG_PYRIMIDINE_METABOLISM	5435	POLR2F
KEGG_PYRIMIDINE_METABOLISM	5438	POLR2I
KEGG_PYRIMIDINE_METABOLISM	5439	POLR2J
KEGG_PYRIMIDINE_METABOLISM	54107	POLE3
KEGG_PYRIMIDINE_METABOLISM	7298	TYMS
KEGG_PYRIMIDINE_METABOLISM	7296	TXNRD1
KEGG_PYRIMIDINE_METABOLISM	10201	NME6
KEGG_PYRIMIDINE_METABOLISM	51082	POLR1D
KEGG_PYRIMIDINE_METABOLISM	87178	PNPT1
KEGG_PYRIMIDINE_METABOLISM	5440	POLR2K
KEGG_PYRIMIDINE_METABOLISM	1723	DHODH
KEGG_PYRIMIDINE_METABOLISM	10714	POLD3
KEGG_PYRIMIDINE_METABOLISM	5441	POLR2L
KEGG_PYRIMIDINE_METABOLISM	654364	NME1-NME2
KEGG_PYRIMIDINE_METABOLISM	23649	POLA2
KEGG_PYRIMIDINE_METABOLISM	139596	UPRT
KEGG_PYRIMIDINE_METABOLISM	124583	CANT1
KEGG_PYRIMIDINE_METABOLISM	4833	NME4
KEGG_PYRIMIDINE_METABOLISM	4830	NME1
KEGG_PYRIMIDINE_METABOLISM	4831	NME2
KEGG_PYRIMIDINE_METABOLISM	4832	NME3
KEGG_PYRIMIDINE_METABOLISM	10623	POLR3C
KEGG_PYRIMIDINE_METABOLISM	10622	POLR3G
KEGG_PYRIMIDINE_METABOLISM	10621	POLR3F
KEGG_PYRIMIDINE_METABOLISM	318	NUDT2
KEGG_PYRIMIDINE_METABOLISM	5557	PRIM1
KEGG_PYRIMIDINE_METABOLISM	5558	PRIM2
KEGG_PYRIMIDINE_METABOLISM	8382	NME5
KEGG_PYRIMIDINE_METABOLISM	57804	POLD4
KEGG_PYRIMIDINE_METABOLISM	1841	DTYMK
KEGG_PYRIMIDINE_METABOLISM	1503	CTPS1
KEGG_PYRIMIDINE_METABOLISM	5422	POLA1
KEGG_PYRIMIDINE_METABOLISM	377841	ENTPD8
