pathway	entrezgene	hgnc_symbol
KEGG_MAPK_SIGNALING_PATHWAY	3725	JUN
KEGG_MAPK_SIGNALING_PATHWAY	4208	MEF2C
KEGG_MAPK_SIGNALING_PATHWAY	2005	ELK4
KEGG_MAPK_SIGNALING_PATHWAY	2002	ELK1
KEGG_MAPK_SIGNALING_PATHWAY	3727	JUND
KEGG_MAPK_SIGNALING_PATHWAY	4616	GADD45B
KEGG_MAPK_SIGNALING_PATHWAY	51776	MAP3K20
KEGG_MAPK_SIGNALING_PATHWAY	3925	STMN1
KEGG_MAPK_SIGNALING_PATHWAY	22800	RRAS2
KEGG_MAPK_SIGNALING_PATHWAY	4217	MAP3K5
KEGG_MAPK_SIGNALING_PATHWAY	4214	MAP3K1
KEGG_MAPK_SIGNALING_PATHWAY	4215	MAP3K3
KEGG_MAPK_SIGNALING_PATHWAY	4216	MAP3K4
KEGG_MAPK_SIGNALING_PATHWAY	6885	MAP3K7
KEGG_MAPK_SIGNALING_PATHWAY	1326	MAP3K8
KEGG_MAPK_SIGNALING_PATHWAY	207	AKT1
KEGG_MAPK_SIGNALING_PATHWAY	208	AKT2
KEGG_MAPK_SIGNALING_PATHWAY	409	ARRB2
KEGG_MAPK_SIGNALING_PATHWAY	929	CD14
KEGG_MAPK_SIGNALING_PATHWAY	408	ARRB1
KEGG_MAPK_SIGNALING_PATHWAY	4893	NRAS
KEGG_MAPK_SIGNALING_PATHWAY	80824	DUSP16
KEGG_MAPK_SIGNALING_PATHWAY	63928	CHP2
KEGG_MAPK_SIGNALING_PATHWAY	25780	RASGRP3
KEGG_MAPK_SIGNALING_PATHWAY	4791	NFKB2
KEGG_MAPK_SIGNALING_PATHWAY	4790	NFKB1
KEGG_MAPK_SIGNALING_PATHWAY	4609	MYC
KEGG_MAPK_SIGNALING_PATHWAY	4776	NFATC4
KEGG_MAPK_SIGNALING_PATHWAY	1432	MAPK14
KEGG_MAPK_SIGNALING_PATHWAY	2318	FLNC
KEGG_MAPK_SIGNALING_PATHWAY	2316	FLNA
KEGG_MAPK_SIGNALING_PATHWAY	3845	KRAS
KEGG_MAPK_SIGNALING_PATHWAY	2317	FLNB
KEGG_MAPK_SIGNALING_PATHWAY	5613	PRKX
KEGG_MAPK_SIGNALING_PATHWAY	7189	TRAF6
KEGG_MAPK_SIGNALING_PATHWAY	7042	TGFB2
KEGG_MAPK_SIGNALING_PATHWAY	1843	DUSP1
KEGG_MAPK_SIGNALING_PATHWAY	1844	DUSP2
KEGG_MAPK_SIGNALING_PATHWAY	7040	TGFB1
KEGG_MAPK_SIGNALING_PATHWAY	7186	TRAF2
KEGG_MAPK_SIGNALING_PATHWAY	627	BDNF
KEGG_MAPK_SIGNALING_PATHWAY	23118	TAB2
KEGG_MAPK_SIGNALING_PATHWAY	51295	ECSIT
KEGG_MAPK_SIGNALING_PATHWAY	7048	TGFBR2
KEGG_MAPK_SIGNALING_PATHWAY	1849	DUSP7
KEGG_MAPK_SIGNALING_PATHWAY	7046	TGFBR1
KEGG_MAPK_SIGNALING_PATHWAY	1847	DUSP5
KEGG_MAPK_SIGNALING_PATHWAY	1848	DUSP6
KEGG_MAPK_SIGNALING_PATHWAY	1845	DUSP3
KEGG_MAPK_SIGNALING_PATHWAY	7043	TGFB3
KEGG_MAPK_SIGNALING_PATHWAY	123745	PLA2G4E
KEGG_MAPK_SIGNALING_PATHWAY	1846	DUSP4
KEGG_MAPK_SIGNALING_PATHWAY	27091	CACNG5
KEGG_MAPK_SIGNALING_PATHWAY	27092	CACNG4
KEGG_MAPK_SIGNALING_PATHWAY	4763	NF1
KEGG_MAPK_SIGNALING_PATHWAY	81579	PLA2G12A
KEGG_MAPK_SIGNALING_PATHWAY	4773	NFATC2
KEGG_MAPK_SIGNALING_PATHWAY	115727	RASGRP4
KEGG_MAPK_SIGNALING_PATHWAY	10746	MAP3K2
KEGG_MAPK_SIGNALING_PATHWAY	4149	MAX
KEGG_MAPK_SIGNALING_PATHWAY	11221	DUSP10
KEGG_MAPK_SIGNALING_PATHWAY	2254	FGF9
KEGG_MAPK_SIGNALING_PATHWAY	2253	FGF8
KEGG_MAPK_SIGNALING_PATHWAY	2252	FGF7
KEGG_MAPK_SIGNALING_PATHWAY	2251	FGF6
KEGG_MAPK_SIGNALING_PATHWAY	2250	FGF5
KEGG_MAPK_SIGNALING_PATHWAY	2248	FGF3
KEGG_MAPK_SIGNALING_PATHWAY	2249	FGF4
KEGG_MAPK_SIGNALING_PATHWAY	2246	FGF1
KEGG_MAPK_SIGNALING_PATHWAY	2247	FGF2
KEGG_MAPK_SIGNALING_PATHWAY	84867	PTPN5
KEGG_MAPK_SIGNALING_PATHWAY	26291	FGF21
KEGG_MAPK_SIGNALING_PATHWAY	7850	IL1R2
KEGG_MAPK_SIGNALING_PATHWAY	5601	MAPK9
KEGG_MAPK_SIGNALING_PATHWAY	55799	CACNA2D3
KEGG_MAPK_SIGNALING_PATHWAY	5602	MAPK10
KEGG_MAPK_SIGNALING_PATHWAY	5600	MAPK11
KEGG_MAPK_SIGNALING_PATHWAY	10235	RASGRP2
KEGG_MAPK_SIGNALING_PATHWAY	5320	PLA2G2A
KEGG_MAPK_SIGNALING_PATHWAY	5605	MAP2K2
KEGG_MAPK_SIGNALING_PATHWAY	5321	PLA2G4A
KEGG_MAPK_SIGNALING_PATHWAY	5606	MAP2K3
KEGG_MAPK_SIGNALING_PATHWAY	2122	MECOM
KEGG_MAPK_SIGNALING_PATHWAY	5322	PLA2G5
KEGG_MAPK_SIGNALING_PATHWAY	5603	MAPK13
KEGG_MAPK_SIGNALING_PATHWAY	5604	MAP2K1
KEGG_MAPK_SIGNALING_PATHWAY	2263	FGFR2
KEGG_MAPK_SIGNALING_PATHWAY	5609	MAP2K7
KEGG_MAPK_SIGNALING_PATHWAY	5922	RASA2
KEGG_MAPK_SIGNALING_PATHWAY	23542	MAPK8IP2
KEGG_MAPK_SIGNALING_PATHWAY	5923	RASGRF1
KEGG_MAPK_SIGNALING_PATHWAY	5607	MAP2K5
KEGG_MAPK_SIGNALING_PATHWAY	5924	RASGRF2
KEGG_MAPK_SIGNALING_PATHWAY	2264	FGFR4
KEGG_MAPK_SIGNALING_PATHWAY	5608	MAP2K6
KEGG_MAPK_SIGNALING_PATHWAY	23162	MAPK8IP3
KEGG_MAPK_SIGNALING_PATHWAY	9064	MAP3K6
KEGG_MAPK_SIGNALING_PATHWAY	836	CASP3
KEGG_MAPK_SIGNALING_PATHWAY	7786	MAP3K12
KEGG_MAPK_SIGNALING_PATHWAY	2261	FGFR3
KEGG_MAPK_SIGNALING_PATHWAY	2260	FGFR1
KEGG_MAPK_SIGNALING_PATHWAY	5921	RASA1
KEGG_MAPK_SIGNALING_PATHWAY	2259	FGF14
KEGG_MAPK_SIGNALING_PATHWAY	6196	RPS6KA2
KEGG_MAPK_SIGNALING_PATHWAY	6197	RPS6KA3
KEGG_MAPK_SIGNALING_PATHWAY	8822	FGF17
KEGG_MAPK_SIGNALING_PATHWAY	8823	FGF16
KEGG_MAPK_SIGNALING_PATHWAY	2255	FGF10
KEGG_MAPK_SIGNALING_PATHWAY	2885	GRB2
KEGG_MAPK_SIGNALING_PATHWAY	2256	FGF11
KEGG_MAPK_SIGNALING_PATHWAY	2257	FGF12
KEGG_MAPK_SIGNALING_PATHWAY	2258	FGF13
KEGG_MAPK_SIGNALING_PATHWAY	5319	PLA2G1B
KEGG_MAPK_SIGNALING_PATHWAY	6195	RPS6KA1
KEGG_MAPK_SIGNALING_PATHWAY	7867	MAPKAPK3
