pathway	entrezgene	hgnc_symbol
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	212	ALAS2
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	132158	GLYCTK
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	4129	MAOB
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	64902	AGXT2
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	4128	MAOA
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	314	AOC2
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	2628	GATM
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	10993	SDS
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	8639	AOC3
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	27232	GNMT
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	6470	SHMT1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	23464	GCAT
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	26227	PHGDH
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	29958	DMGDH
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	6472	SHMT2
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	63826	SRR
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	29968	PSAT1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	635	BHMT
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	2731	GLDC
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1738	DLD
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	2593	GAMT
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	5723	PSPH
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	189	AGXT
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1757	SARDH
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	275	AMT
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	55349	CHDH
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	875	CBS
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1491	CTH
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	51268	PIPOX
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1610	DAO
KEGG_GLYCEROLIPID_METABOLISM	129642	MBOAT2
KEGG_GLYCEROLIPID_METABOLISM	57678	GPAM
KEGG_GLYCEROLIPID_METABOLISM	9388	LIPG
KEGG_GLYCEROLIPID_METABOLISM	8525	DGKZ
KEGG_GLYCEROLIPID_METABOLISM	8526	DGKE
KEGG_GLYCEROLIPID_METABOLISM	8527	DGKD
KEGG_GLYCEROLIPID_METABOLISM	160851	DGKH
KEGG_GLYCEROLIPID_METABOLISM	154141	MBOAT1
KEGG_GLYCEROLIPID_METABOLISM	2710	GK
KEGG_GLYCEROLIPID_METABOLISM	84649	DGAT2
