pathway	entrezgene	hgnc_symbol
KEGG_OXIDATIVE_PHOSPHORYLATION	29796	UQCR10
KEGG_OXIDATIVE_PHOSPHORYLATION	4698	NDUFA5
KEGG_OXIDATIVE_PHOSPHORYLATION	4697	NDUFA4
KEGG_OXIDATIVE_PHOSPHORYLATION	27068	PPA2
KEGG_OXIDATIVE_PHOSPHORYLATION	9551	ATP5MF
KEGG_OXIDATIVE_PHOSPHORYLATION	374291	NDUFS7
KEGG_OXIDATIVE_PHOSPHORYLATION	4519	MT-CYB
KEGG_OXIDATIVE_PHOSPHORYLATION	535	ATP6V0A1
KEGG_OXIDATIVE_PHOSPHORYLATION	534	ATP6V1G2
KEGG_OXIDATIVE_PHOSPHORYLATION	533	ATP6V0B
KEGG_OXIDATIVE_PHOSPHORYLATION	539	ATP5PO
KEGG_OXIDATIVE_PHOSPHORYLATION	4513	MT-CO2
KEGG_OXIDATIVE_PHOSPHORYLATION	4512	MT-CO1
KEGG_OXIDATIVE_PHOSPHORYLATION	537	ATP6AP1
KEGG_OXIDATIVE_PHOSPHORYLATION	341947	COX8C
KEGG_OXIDATIVE_PHOSPHORYLATION	4514	MT-CO3
KEGG_OXIDATIVE_PHOSPHORYLATION	1329	COX5B
KEGG_OXIDATIVE_PHOSPHORYLATION	1327	COX4I1
KEGG_OXIDATIVE_PHOSPHORYLATION	50617	ATP6V0A4
KEGG_OXIDATIVE_PHOSPHORYLATION	479	ATP12A
KEGG_OXIDATIVE_PHOSPHORYLATION	4508	MT-ATP6
KEGG_OXIDATIVE_PHOSPHORYLATION	4509	MT-ATP8
KEGG_OXIDATIVE_PHOSPHORYLATION	10476	ATP5PD
KEGG_OXIDATIVE_PHOSPHORYLATION	4695	NDUFA2
KEGG_OXIDATIVE_PHOSPHORYLATION	4696	NDUFA3
KEGG_OXIDATIVE_PHOSPHORYLATION	4694	NDUFA1
KEGG_OXIDATIVE_PHOSPHORYLATION	27089	UQCRQ
KEGG_OXIDATIVE_PHOSPHORYLATION	51606	ATP6V1H
KEGG_OXIDATIVE_PHOSPHORYLATION	513	ATP5F1D
KEGG_OXIDATIVE_PHOSPHORYLATION	64077	LHPP
KEGG_OXIDATIVE_PHOSPHORYLATION	245972	ATP6V0D2
KEGG_OXIDATIVE_PHOSPHORYLATION	9167	COX7A2L
KEGG_OXIDATIVE_PHOSPHORYLATION	518	ATP5MC3
KEGG_OXIDATIVE_PHOSPHORYLATION	245973	ATP6V1C2
KEGG_OXIDATIVE_PHOSPHORYLATION	517	ATP5MC2
KEGG_OXIDATIVE_PHOSPHORYLATION	516	ATP5MC1
KEGG_OXIDATIVE_PHOSPHORYLATION	515	ATP5PB
KEGG_OXIDATIVE_PHOSPHORYLATION	514	ATP5F1E
KEGG_OXIDATIVE_PHOSPHORYLATION	9377	COX5A
KEGG_OXIDATIVE_PHOSPHORYLATION	10312	TCIRG1
KEGG_OXIDATIVE_PHOSPHORYLATION	440567	UQCRHL
KEGG_OXIDATIVE_PHOSPHORYLATION	496	ATP4B
KEGG_OXIDATIVE_PHOSPHORYLATION	51382	ATP6V1D
KEGG_OXIDATIVE_PHOSPHORYLATION	495	ATP4A
KEGG_OXIDATIVE_PHOSPHORYLATION	498	ATP5F1A
KEGG_OXIDATIVE_PHOSPHORYLATION	522	ATP5PF
KEGG_OXIDATIVE_PHOSPHORYLATION	521	ATP5ME
KEGG_OXIDATIVE_PHOSPHORYLATION	6389	SDHA
KEGG_OXIDATIVE_PHOSPHORYLATION	523	ATP6V1A
KEGG_OXIDATIVE_PHOSPHORYLATION	529	ATP6V1E1
KEGG_OXIDATIVE_PHOSPHORYLATION	56901	NDUFA4L2
KEGG_OXIDATIVE_PHOSPHORYLATION	526	ATP6V1B2
KEGG_OXIDATIVE_PHOSPHORYLATION	525	ATP6V1B1
KEGG_OXIDATIVE_PHOSPHORYLATION	528	ATP6V1C1
