pathway	entrezgene	hgnc_symbol
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	316	AOX1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	219	ALDH1B1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	35	ACADS
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	36	ACADSB
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	18	ABAT
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	217	ALDH2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	34	ACADM
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	39	ACAT2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	3028	HSD17B10
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	38	ACAT1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	5019	OXCT1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	10449	ACAA2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	259307	IL4I1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	3033	HADH
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	84693	MCEE
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	3032	HADHB
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	1629	DBT
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	3030	HADHA
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	4329	ALDH6A1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	3155	HMGCL
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	3712	IVD
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	594	BCKDHB
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	27034	ACAD8
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	1892	ECHS1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	223	ALDH9A1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	224	ALDH3A2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	5096	PCCB
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	26275	HIBCH
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	1738	DLD
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	3158	HMGCS2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	1962	EHHADH
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	3157	HMGCS1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	5095	PCCA
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	501	ALDH7A1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	11112	HIBADH
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	30	ACAA1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	64064	OXCT2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	4594	MMUT
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	64087	MCCC2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	586	BCAT1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	549	AUH
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	587	BCAT2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	593	BCKDHA
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	56922	MCCC1
KEGG_ARGININE_AND_PROLINE_METABOLISM	6723	SRM
KEGG_ARGININE_AND_PROLINE_METABOLISM	113451	AZIN2
KEGG_ARGININE_AND_PROLINE_METABOLISM	2747	GLUD2
KEGG_ARGININE_AND_PROLINE_METABOLISM	27165	GLS2
KEGG_ARGININE_AND_PROLINE_METABOLISM	383	ARG1
KEGG_ARGININE_AND_PROLINE_METABOLISM	384	ARG2
KEGG_ARGININE_AND_PROLINE_METABOLISM	2746	GLUD1
KEGG_ARGININE_AND_PROLINE_METABOLISM	2744	GLS
KEGG_ARGININE_AND_PROLINE_METABOLISM	435	ASL
KEGG_ARGININE_AND_PROLINE_METABOLISM	548596	CKMT1A
KEGG_ARGININE_AND_PROLINE_METABOLISM	8974	P4HA2
KEGG_ARGININE_AND_PROLINE_METABOLISM	6611	SMS
KEGG_ARGININE_AND_PROLINE_METABOLISM	1152	CKB
KEGG_ARGININE_AND_PROLINE_METABOLISM	4846	NOS3
KEGG_ARGININE_AND_PROLINE_METABOLISM	4843	NOS2
KEGG_ARGININE_AND_PROLINE_METABOLISM	4842	NOS1
KEGG_ARGININE_AND_PROLINE_METABOLISM	2806	GOT2
KEGG_ARGININE_AND_PROLINE_METABOLISM	2752	GLUL
KEGG_ARGININE_AND_PROLINE_METABOLISM	5033	P4HA1
KEGG_ARGININE_AND_PROLINE_METABOLISM	26	AOC1
KEGG_ARGININE_AND_PROLINE_METABOLISM	501	ALDH7A1
KEGG_ARGININE_AND_PROLINE_METABOLISM	51056	LAP3
KEGG_ARGININE_AND_PROLINE_METABOLISM	79814	AGMAT
KEGG_ARGININE_AND_PROLINE_METABOLISM	2805	GOT1
KEGG_ARGININE_AND_PROLINE_METABOLISM	5831	PYCR1
KEGG_ARGININE_AND_PROLINE_METABOLISM	445	ASS1
KEGG_ARGININE_AND_PROLINE_METABOLISM	5832	ALDH18A1
KEGG_ARGININE_AND_PROLINE_METABOLISM	6303	SAT1
KEGG_ARGININE_AND_PROLINE_METABOLISM	162417	NAGS
KEGG_ARGININE_AND_PROLINE_METABOLISM	1610	DAO
KEGG_ARGININE_AND_PROLINE_METABOLISM	262	AMD1
KEGG_ARGININE_AND_PROLINE_METABOLISM	4129	MAOB
KEGG_ARGININE_AND_PROLINE_METABOLISM	4128	MAOA
KEGG_ARGININE_AND_PROLINE_METABOLISM	1373	CPS1
KEGG_ARGININE_AND_PROLINE_METABOLISM	283208	P4HA3
KEGG_ARGININE_AND_PROLINE_METABOLISM	219	ALDH1B1
KEGG_ARGININE_AND_PROLINE_METABOLISM	2628	GATM
KEGG_ARGININE_AND_PROLINE_METABOLISM	217	ALDH2
KEGG_ARGININE_AND_PROLINE_METABOLISM	5009	OTC
KEGG_ARGININE_AND_PROLINE_METABOLISM	58510	PRODH2
KEGG_ARGININE_AND_PROLINE_METABOLISM	4942	OAT
KEGG_ARGININE_AND_PROLINE_METABOLISM	1158	CKM
KEGG_ARGININE_AND_PROLINE_METABOLISM	95	ACY1
KEGG_ARGININE_AND_PROLINE_METABOLISM	112483	SAT2
KEGG_ARGININE_AND_PROLINE_METABOLISM	223	ALDH9A1
KEGG_ARGININE_AND_PROLINE_METABOLISM	224	ALDH3A2
KEGG_ARGININE_AND_PROLINE_METABOLISM	1159	CKMT1B
KEGG_ARGININE_AND_PROLINE_METABOLISM	65263	PYCR3
KEGG_ARGININE_AND_PROLINE_METABOLISM	2593	GAMT
KEGG_ARGININE_AND_PROLINE_METABOLISM	5625	PRODH
KEGG_ARGININE_AND_PROLINE_METABOLISM	8659	ALDH4A1
KEGG_ARGININE_AND_PROLINE_METABOLISM	1160	CKMT2
KEGG_ARGININE_AND_PROLINE_METABOLISM	29920	PYCR2
KEGG_ARGININE_AND_PROLINE_METABOLISM	4953	ODC1
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	9955	HS3ST3A1
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	10855	HPSE
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	60495	HPSE2
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	2720	GLB1
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	2990	GUSB
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	8372	HYAL3
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	2799	GNS
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	23553	HYAL4
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	3373	HYAL1
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	8692	HYAL2
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	6677	SPAM1
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	138050	HGSNAT
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	2588	GALNS
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	3425	IDUA
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	9953	HS3ST3B1
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	6448	SGSH
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	3074	HEXB
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	4669	NAGLU
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	3073	HEXA
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	3423	IDS
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	411	ARSB
KEGG_SPHINGOLIPID_METABOLISM	9514	GAL3ST1
KEGG_SPHINGOLIPID_METABOLISM	130367	SGPP2
KEGG_SPHINGOLIPID_METABOLISM	2720	GLB1
KEGG_SPHINGOLIPID_METABOLISM	2581	GALC
KEGG_SPHINGOLIPID_METABOLISM	166929	SGMS2
KEGG_SPHINGOLIPID_METABOLISM	2629	GBA
KEGG_SPHINGOLIPID_METABOLISM	56848	SPHK2
KEGG_SPHINGOLIPID_METABOLISM	4759	NEU2
KEGG_SPHINGOLIPID_METABOLISM	8613	PLPP3
KEGG_SPHINGOLIPID_METABOLISM	4758	NEU1
KEGG_SPHINGOLIPID_METABOLISM	340485	ACER2
KEGG_SPHINGOLIPID_METABOLISM	7357	UGCG
KEGG_SPHINGOLIPID_METABOLISM	123099	DEGS2
KEGG_SPHINGOLIPID_METABOLISM	410	ARSA
KEGG_SPHINGOLIPID_METABOLISM	8877	SPHK1
KEGG_SPHINGOLIPID_METABOLISM	8879	SGPL1
KEGG_SPHINGOLIPID_METABOLISM	10825	NEU3
KEGG_SPHINGOLIPID_METABOLISM	55627	SMPD4
KEGG_SPHINGOLIPID_METABOLISM	259230	SGMS1
KEGG_SPHINGOLIPID_METABOLISM	55331	ACER3
KEGG_SPHINGOLIPID_METABOLISM	64781	CERK
KEGG_SPHINGOLIPID_METABOLISM	6610	SMPD2
KEGG_SPHINGOLIPID_METABOLISM	339221	ENPP7
KEGG_SPHINGOLIPID_METABOLISM	8560	DEGS1
KEGG_SPHINGOLIPID_METABOLISM	81537	SGPP1
KEGG_SPHINGOLIPID_METABOLISM	129807	NEU4
KEGG_SPHINGOLIPID_METABOLISM	2717	GLA
KEGG_SPHINGOLIPID_METABOLISM	125981	ACER1
KEGG_SPHINGOLIPID_METABOLISM	8611	PLPP1
KEGG_SPHINGOLIPID_METABOLISM	427	ASAH1
